Parent Name,Child Name
BUSHING-PLASTIC SKI METRIC SERIAL HIGH,"SPACER-BUSHING, LONG"
CARBIDE NUT KIT,ROD END-M10X26
"SKAG-CARBIDE 4"" 60° 8MM STUD EARLY",NUT-M10X1
"SKAG-CARBIDE 4"" 60° 8MM STUD LATE",ROD-TIE
"TOE-PLASTIC, SKI",BUSHING-SKI PIVOT
SKI KIT,NUT-M10X1
TOE-PLASTIC KIT,"SPINDLE-MACH,LH METRIC,BJRMK"
STOP-SKI RUBBER SOFT,WASHER-FL .406X.812X
SKI-PLASTIC PRO STEER BSC,NUT-HEX M10X1.5 8
STOP-SKI RUBBER HARD,BUSHING-15.88X10.13X76
RIVET-3/16-.214-,SCR-M10X1.5X75 10
MOUNT-UPPER MACH,SCR-SH-M10X1.5X45 12
RIVET-3/16-.090-,NUT-M10X1
TUBE-FOOTREST LH,ROD END-M10 STUD
TUBE-FOOTREST RH,ROD END-M10 HOUSING
MOUNT-LOWER REAR MACH LH,SPRG-COMP .306X11
SCR-TXTH-M6X1.0X15 8,7044120-spring-jam-nut
TUBE-FRAME REAR RH,SCR-M10X1.5X50 8
TUBE-FRAME REAR LH,7044120-spring-clip
MOUNT-LOWER REAR MACH RH,BUSHING-M10X17
---,SCR-M10X1.5X60-8
arm-tork link,NUT-M10X1
SUPPORT-RUNNINGBOARD REAR LH,7044120-spring-nut
RUNNINGBOARD-129 LH MACH,SHOCK-IFS WE NEEDLE PIGGY SHRT
CLIP-MACH RH,7044120-spring-rod
M6X1.0X30 CARRIAGE CL8,ROD END-M10 STUD
"ASM-BRACE LOWER, LH",ROD END-M10 HOUSING
SPACER-RUNNINGBOARD REAR LH,SCR-SH-M10X1.5X45 12
SPACER-RUNNINGBOARD REAR RH,NUT-M10X1
FLOOR-BULKHEAD,BUSHING-SKI PIVOT
CHASSIS 144 CONV VOYGR BSC,BUSHING-15.88X10.13X76
COVER-TAILLIGHT,SCR-M10X1.5X75 10
CLIP-MACH LH,WASHER-FL .406X.812X
WSHR-6.4X18.0X1,"SPINDLE-MACH,RH METRIC,BJRMK"
DECAL-REFLECTOR RED LH,NUT-HEX M10X1.5 8
ASM-CHAINCASE INTERMD,NUT-M8X1
NUT-HXFL-M6X1,Blue Threadlock
COVER-TAILLIGHT HARNESS 129,WASHER-.344X.688X
MOUNT-STEERING LOWER MACH,WASHER-.406X1.25X
FLAP-SNOW,SCR-HH M10X1.5X155 8
TUBE-BUMPER ALUM,NUT-M10X1
"NUT-RIVNUT,HEX,M6X1",NUT-HEX-M6X1
SCR-TXTH-M6X1,NUT-M8X1
TUBE-FRAME FRONT ALUM,SCR-HXFL-M6X1.0X105 8
SCR-HXFL-M6X1X50 10,SCR-M8X1.25X25 8
TUBE-SHOCK TOWER,WSHR-FLAT M6.35X14.30X1
SPACER-TUBE CAST 27,SLEEVE-TORQUE STOP
MOUNT-LOWER FRONT MACH RH,BRACE-LOWER LH MACH
SHIM-TUBE CAST 31,CHAINCASE-MACH
MOUNT-LOWER FRONT MACH LH,SEAL-OIL
--,"BEARING-BALL, 6205 LLB"
SLEEVE-TORQUE STOP,6-manifold_solid_brep_107141
BRACE-LOWER LH MACH,6-manifold_solid_brep_107291
CHAINCASE-MACH,NUT-HXFL-M6X1
SEAL-OIL,MOUNT-SADDLEBAG FRONT
"BEARING-BALL, 6205 LLB",MOUNT-SADDLEBAG REAR RH
Connector SD/MMC,WELD-CARGO RACK 137
IC REG LDO CAP FREE 8-SON,SCR-HXFL-M6X1.0X20 8
CAP_TANT_100UF_6.3V,MOUNT-SADDLEBAG REAR LH
CAP CER 10UF 10V,PLUG-TUBE
"CONN HEADER FEM 10POS .1"" DL TIN",TUBE-BUMPER AL
CONNECTOR USB TYPE A,MNT-BUMPER
XTAL 32.768kHz,RIVET-4.8MM DIA-1.5-6
Capacitor 1uF 10V Ceramic 10%,"ASM-HINGE,PLATE"
Gauge PCB Board,"ASM-HINGE,PIN"
CRYSTAL 24MHZ 18PF,"ASM-HINGE,PLATE"
Capacitor 0.01uF 16V,"ASM-HINGE,PLATE"
IC USB HS DUAL UART/FIFO 64-LQFP,"ASM-HINGE,PIN"
CAP 18PF 50V C0G 5%,"ASM-HINGE,PLATE"
SWITCH TACT SPST W/GND SMD,5450184-RUBBER
IC EEPROM 32KBIT 400KHZ SOT23-6,5450184-WHEEL
conn_16pin,"WHEEL-SPOKE,7"
Integrated Power Management Unit,RING-RETAINING
Low-Power Dual 2-Input Positive-AND Gate,BEARING-.7874 X 1.6535 X
Resistor 100Kohm 1/16W 1%,RIVET-FLAT HD-1/4 X
Ferrite Bead 150 Ohm 800mA,BLOCK-IDLER BOLT ADJ METRIC
RES .10 OHM 1/8W 5%,--
TXRX ETHERNET 10/100 RMII,SCR-TXTH-M8X1.25X20 8
IC 4CH ESD SOLUTION W/CLAMP 6SON,--
Crystal 25MHz,--
TRANS NPN/NPN W/RES 50V SMINI6,SCR-TXTH-M8X1.25X20 8
AM335x ARM Cortex-A8,--
RJ-45 10/100 W/Magnetics,BLOCK-IDLER BOLT ADJ METRIC
Expansion Header,RIVET-FLAT HD-1/4 X
pcb button,CAP-COOLER CAST RH
"Inductor 2.2uH smt 2.6A, 58 mOhm",EXCHANGER-COOLER CENTER MACH
DDR2 RAM 256MB(128Mx16)x1 400MHz,"FITTING-COOLER,90 DEG,15"
CONN POWER JACK 2.1MM,FITTING-COOLER STRAIGHT
IC USB 2.0 HS HUB CTRLR,PLUG-COOLER TOP LEFT
1.5A PWR DIST SWITCH,PLUG-COOLER CENTER MIDDLE
Standard LED - SMD Green Clear 569nm,BRKT-SUPPORT OIL PUMP
USB_mini A/B,PLUG-COOLER CENTER RIGHT
CAP 22PF 5% 100V,CAP-COOLER MACH LH
IC EEPROM 2KBIT 2MHZ SOT23-6,PLUG-COOLER CENTER LEFT
IC BUFF/DVR DL NON-INV,WELD-SUSP PAD REAR 144 RH
IC CTLR OVP 28V W/NMOS 6-DFN,ASM-TUNNEL SIDE 144 LH
"Icon, Low Battery Voltage",SIDE-BULKHEAD LH
"Icon, Reverse",WELD-SUSP PAD REAR 144 LH
"Gauge Panel, Back Cover",CLOSEOFF-TUNNEL FRONT MACH
"Icon, Low Oil",SIDE-TUNNEL RH CONV 144
"Icon, Parking Brake",MOUNT-JACKSHAFT BEARING MACH
Mode Button,WELD/ASM-TUNNEL COOLER 144
"Icon, Low Fuel",PAD-FRONT
"Icon, Security",ASM-CLOSEOFF REAR
Gauge Screen,SIDE-BULKHEAD RH
"Icon, Check Engine","WELD-REAR,RACK"
Center Button,"INSERT-AVK,AK,M6X1.00,4"
"Icon, Engine Hot","INSERT-AVK,AK,M6X1.00,4"
"Icon, High Beam","PLUG-TUBE,LOCKING"
Set Button,BUMPER-REAR
"Gauge Panel, Front Cover",PIN-1/8X1-COTTER-Y
"Icon, Playback","MOUNT-U,HITCH"
NUT-HXFL-M6X1,TUBE-HITCH MOUNT
SCR-HXFL-M8X1.25X20 8,TUBE-HITCH
ASM-CARGO RACK 137,PIN-CLEVIS 1/2X4
SCR-TXTH-M8X1.25X25 8,PLATE-HITCH MOUNT
NUT-HXFL-M6X1,BLOCK-IDLER BOLT ADJ METRIC
"ASM-BUMPER,RR,RMK,AL",BLADE CORE_XC
SCR-TXPH-M6X1.0X25 8,RIVET-FLAT HD-1/4 X
STRAP-RUBBER 70MM,BLADE_CAP_XC
LID-SADDLEBAG LH,SCR-TXTH-M8X1.25X20 8
"BUSHING-RUBBER,LNR ANCHOR",BLADE_CAP_XC
NUT-HXFL-M6X1,BLOCK-IDLER BOLT ADJ METRIC
SADDLEBAG-LH,RIVET-FLAT HD-1/4 X
RIVET3/16(.063-,BLADE CORE_XC
"PIN-DOWEL,5/32""X7/8"", ZPC",SCR-TXTH-M8X1.25X20 8
BUSHING-L&R ANCHOR SNOW,"WHEEL-SPOKE,7"
"HANDLE-LNR ANCHOR,BLK",RING-RETAINING
SHAFT-L&R ANCHOR SNOW,BEARING-.7874 X 1.6535 X
HINGE-SADDLEBAG,5450184-RUBBER
BRKT-BAG SUPPORT LH,5450184-WHEEL
"SCR-M6X1.0X20MM,TX,PH,8",CAP-COOLER CAST RH
SADDLEBAG-RH,EXCHANGER-COOLER CENTER MACH
LID-SADDLEBAG RH,"FITTING-COOLER,90 DEG,15"
RIVET3/16(.063-,FITTING-COOLER STRAIGHT
SHAFT-L&R ANCHOR SNOW,PLUG-COOLER TOP LEFT
STRAP-RUBBER 70MM,PLUG-COOLER CENTER MIDDLE
NUT-HXFL-M6X1,BRKT-SUPPORT OIL PUMP
"SCR-M6X1.0X20MM,TX,PH,8",PLUG-COOLER CENTER RIGHT
"BUSHING-RUBBER,LNR ANCHOR",CAP-COOLER MACH LH
"PIN-DOWEL,5/32""X7/8"", ZPC",PLUG-COOLER CENTER LEFT
"HANDLE-LNR ANCHOR,BLK",WELD-SUSP PAD REAR 144 RH
HINGE-SADDLEBAG,ASM-TUNNEL SIDE 144 LH
BUSHING-L&R ANCHOR SNOW,SIDE-BULKHEAD LH
BRKT-BAG SUPPORT RH,WELD-SUSP PAD REAR 144 LH
NUT-M8X1,CLOSEOFF-TUNNEL FRONT MACH
SCR-M10X1,SIDE-TUNNEL RH CONV 144
WASHER-.325X1.20X,MOUNT-JACKSHAFT BEARING MACH
STRAP-LIMITER,WELD/ASM-TUNNEL COOLER 144
SFT-M10X1.5IDX17.47ODX220,PAD-FRONT
SCR-M8X1.25X30 8,ASM-CLOSEOFF REAR
WSHR-10.5X24X1,SIDE-BULKHEAD RH
WASHER-.344X.688X,"WELD-REAR,RACK"
BUSHING-CRANK,"INSERT-AVK,AK,M6X1.00,4"
NUT-M8X1,"INSERT-AVK,AK,M6X1.00,4"
SHAFT-RTA MOUNT,"PLUG-TUBE,LOCKING"
"SCR-M8X1.25X65-HX/FL-Y,CL 10",BUMPER-REAR
ARM-MACH 83,PIN-1/8X1-COTTER-Y
SCR-M10X1.5X50 8,"MOUNT-U,HITCH"
NUT-HEX M10X1.5 8,TUBE-HITCH MOUNT
RING-RETAINING,TUBE-HITCH
WHEEL-LWT 5,PIN-CLEVIS 1/2X4
BEARING-.7874 X 1.6535 X,PLATE-HITCH MOUNT
WSHR-M6 OFFSET 2,ROD END-M10 STUD
WHEEL-PLAIN,ROD END-M10 HOUSING
BEARING-.7874 X 1.6535 X,ASM-LEVER HTR HI/LO 35
WSHR-M6 OFFSET 2,RET
RING-RETAINING,PIN-RETAINING .186X1
SHOCK-RTS W/E ASSAULT,WASHER-.189X.314X
SHOCK-RTS W/E ASSAULT,BLOCK-THROTTLE UPPER
SHOCK-RTS W/E ASSAULT,LOCTITE 767-64 ANTI SEIZE
SHAFT-IDLER M10X1,MASTER CYLINDER LEVER
"SPACER-IDLER,LONG",HAND BRAKE MASTER CYLINDER MAIN
"ASM-WHEEL,SPOKE,7",PISTON CAP
WASHER-SPRING .406X1.25X,MASTER CYLINDER RESERVOIR CAP
SPACER-IDLER,MASTER CYLINDER CONNECTOR
SCR-M10X1,MASTER CYL RESERVOIR
"BUSHING-MACH,.800X1.125X",MASTER CYLINDER MACH_2
---,SWITCH-AUX SHUT-OFF DC-SDI
SHOCK-F/T W/E CC,MNT-AUX SHUT-OFF UPPER
SHOCK-F/T W/E CC,LEVER-THROTTLE 35
"SPRING-COMP 90/260# 2""",ASM-PASS SEAT TP/CO
ARM-PIVOT SHOCK,NUT-HXFL-M6X1
TUBE-REAR PIVOT ARM,K-PASS SEAT SUPPORT
MOUNT-GREASE ZERK,SCR-SPCL M6X1.0X16 8
"WHEEL-PLAIN, 6",ASM-TUNNEL LATCH PLATE
BEARING-6007,COVER-LATCH PIN
RING-RETAINING,6-manifold_solid_brep_107141
--,6-manifold_solid_brep_107291
NUT-M8X1,LEVER-THROTTLE 35
SCR-HXFL-M8X1.25X85 10,ASM-LEVER HTR HI/LO 35
--,RET
BRKT-SHAFT SUPPORT,PIN-RETAINING .186X1
SHAFT-SHOCK 43,WASHER-.189X.314X
TUBE-CROSS FRONT,BLOCK-THROTTLE UPPER
NUT-M10X1,LOCTITE 767-64 ANTI SEIZE
WSHR-M10.5X25X2,MASTER CYLINDER LEVER
SCR-HXFL-M10X1.25X250 10,HAND BRAKE MASTER CYLINDER MAIN
TUBE-CROSS REAR,PISTON CAP
"WASHER-3/8, FW SAE STL THRU-HRD",MASTER CYLINDER RESERVOIR CAP
SCR-HXFL-M10X1.5X40 10,MASTER CYLINDER CONNECTOR
ARM-SHOCK MNT,MASTER CYL RESERVOIR
NUT-M10X1,MASTER CYLINDER MACH_2
SCR-M10X1.5X65 8,SWITCH-AUX SHUT-OFF DC-SDI
SHAFT-H-BRKT CC AL,MNT-AUX SHUT-OFF UPPER
WSHR-10.5X24X1,ROD END-M10 STUD
NUT-M10X1,ROD END-M10 HOUSING
6-manifold_solid_brep_107141,BRKT-SUPPORT RACK FRONT 137
6-manifold_solid_brep_107291,TUBE-RACK 31.8X2
NUT-HXFL-M6X1,TUBE-RACK 25.4X1
MOUNT-SADDLEBAG FRONT,BRKT-SUPPORT RACK 137
MOUNT-SADDLEBAG REAR RH,GUSSET-RACK 137
WELD-CARGO RACK 137,TUBE-RACK 31.8X1
SCR-HXFL-M6X1.0X20 8,BRKT-SUPPORT RACK REAR 137
MOUNT-SADDLEBAG REAR LH,TUBE-RACK 31.8X2
PLUG-TUBE,BRKT-SUPPORT RACK BOTTOM 137
TUBE-BUMPER AL,TUBE-RACK 31.8X1
MNT-BUMPER,TUBE-RACK 25
RIVET-4.8MM DIA-1.5-6,PAD-SUSP REAR UPPER 144 RH
"ASM-HINGE,PLATE",PAD-SUSPENSION REAR LOWER 144
"ASM-HINGE,PIN",NUT-CLINCH M8X1
"ASM-HINGE,PLATE",SIDE-TUNNEL LH CONV 144
"ASM-HINGE,PLATE","PAD-SUSP INNER,MTN"
"ASM-HINGE,PIN",PAD-SUSPENSION REAR LOWER 144
"ASM-HINGE,PLATE","SPACER-CENTER TUNNEL,146"
5450184-RUBBER,FITTING-COOLER .75X20 DEG
5450184-WHEEL,"EXCHANGER-TUNNEL 144, RH"
"WHEEL-SPOKE,7",TUBE-COOLANT CROSSOVER
RING-RETAINING,"EXCHANGER-TUNNEL 144, LH"
BEARING-.7874 X 1.6535 X,STUD-SELF-CLINCH M5X
RIVET-FLAT HD-1/4 X,STUD-SELF-CLINCH M6X1
BLOCK-IDLER BOLT ADJ METRIC,CLOSEOFF-REAR TUNNEL CONV
--,PLATE-REAR RACK
SCR-TXTH-M8X1.25X20 8,"TUBE-RACK,EXTRUDED"
--,PAD-SUSP REAR UPPER 144 RH
--,PAD-SUSPENSION REAR LOWER 144
SCR-TXTH-M8X1.25X20 8,NUT-CLINCH M8X1
--,SIDE-TUNNEL LH CONV 144
BLOCK-IDLER BOLT ADJ METRIC,"PAD-SUSP INNER,MTN"
RIVET-FLAT HD-1/4 X,PAD-SUSPENSION REAR LOWER 144
CAP-COOLER CAST RH,"SPACER-CENTER TUNNEL,146"
EXCHANGER-COOLER CENTER MACH,FITTING-COOLER .75X20 DEG
"FITTING-COOLER,90 DEG,15","EXCHANGER-TUNNEL 144, RH"
FITTING-COOLER STRAIGHT,TUBE-COOLANT CROSSOVER
PLUG-COOLER TOP LEFT,"EXCHANGER-TUNNEL 144, LH"
PLUG-COOLER CENTER MIDDLE,STUD-SELF-CLINCH M5X
BRKT-SUPPORT OIL PUMP,STUD-SELF-CLINCH M6X1
PLUG-COOLER CENTER RIGHT,CLOSEOFF-REAR TUNNEL CONV
CAP-COOLER MACH LH,PLATE-REAR RACK
PLUG-COOLER CENTER LEFT,"TUBE-RACK,EXTRUDED"
WELD-SUSP PAD REAR 144 RH,LEVER-THROTTLE 35
ASM-TUNNEL SIDE 144 LH,LOCTITE - 263
SIDE-BULKHEAD LH,SCR-HXFL-M6X1.0X35 8
WELD-SUSP PAD REAR 144 LH,SCR-TXTH-M5X0
CLOSEOFF-TUNNEL FRONT MACH,SCR-HXFL-M8X1.25X60 8
SIDE-TUNNEL RH CONV 144,ASM-HANDHOLD LH
MOUNT-JACKSHAFT BEARING MACH,ASM-PASS SEAT FRAME
WELD/ASM-TUNNEL COOLER 144,ASM-COVER BCKRST W/DECAL TP/CO
PAD-FRONT,"CLIP-ATTCHT,NAIL.06"
ASM-CLOSEOFF REAR,ASM-HANDHOLD RH
SIDE-BULKHEAD RH,ASM-PASSENGER SEAT BLK
"WELD-REAR,RACK","SPRING-LATCH,SEAT"
"INSERT-AVK,AK,M6X1.00,4",HANDLE-SEAT BASE LATCH
"INSERT-AVK,AK,M6X1.00,4","SPRING-LATCH,SEAT"
"PLUG-TUBE,LOCKING",RIVET-POP 3/16(.126-
BUMPER-REAR,SCR-TXTH-M6X1
PIN-1/8X1-COTTER-Y,BODY-LATCH SEAT
"MOUNT-U,HITCH","PLATE-TOP, SEAT BASE LATCH"
TUBE-HITCH MOUNT,"NUT-RIVNUT,HEX,M6X1"
TUBE-HITCH,COVER-LATCH RH
PIN-CLEVIS 1/2X4,SCR-HXFL-M6X1.0X35 8
PLATE-HITCH MOUNT,COVER-LATCH LH
BLOCK-IDLER BOLT ADJ METRIC,WELD-SEAT SUPPORT
BLADE CORE_XC,LEVER-SEAT LATCH
RIVET-FLAT HD-1/4 X,NUT-HXFL-M6X1
BLADE_CAP_XC,RACK-PASS SEAT SUPPORT COVER
SCR-TXTH-M8X1.25X20 8,SCR-TXTH-M6X1.0X35 8
BLADE_CAP_XC,GROMMET-SEAT BASE
BLOCK-IDLER BOLT ADJ METRIC,RIVET-POP 3/16(.126-
RIVET-FLAT HD-1/4 X,COVER-TUNNEL PLATE
BLADE CORE_XC,PLUNGER-LATCH 8MM SHORT
SCR-TXTH-M8X1.25X20 8,LOCTITE - 263
"WHEEL-SPOKE,7",WELD-TUNNEL LATCH PLATE
RING-RETAINING,LEVER-THROTTLE 35
BRKT-SUPPORT RACK FRONT 137,SWITCH-BOX LH
TUBE-RACK 31.8X2,ASM-HANDHOLD GRIP/HEATER LH
TUBE-RACK 25.4X1,"SCR-10X5/8-HI/LO,PN-T25,TRX-M"
BRKT-SUPPORT RACK 137,HANDGAURD-PASS LH
GUSSET-RACK 137,SCR-TXTH-M6X1
TUBE-RACK 31.8X1,SCR-M6 X 1 X 16 TR/TX-M
BRKT-SUPPORT RACK REAR 137,FASTENER-U TYPE CLIP
TUBE-RACK 31.8X2,PLUNGER-LATCH 8MM
BRKT-SUPPORT RACK BOTTOM 137,LOCTITE - 263
TUBE-RACK 31.8X1,MOUNT-SEAT MACH
TUBE-RACK 25,SCR-HXFL-M8X1.25X60 8
PAD-SUSP REAR UPPER 144 RH,WELD-TUBE FRAME PASS SEAT
PAD-SUSPENSION REAR LOWER 144,"BUSHING-GRABHANDLE 1"""
NUT-CLINCH M8X1,GROMMET-SEAT BASE
SIDE-TUNNEL LH CONV 144,WASHER-5/16-SPRING LK-MED-Y
"PAD-SUSP INNER,MTN",DECAL-PASS SEAT WARNING
PAD-SUSPENSION REAR LOWER 144,COVER-BACKREST
"SPACER-CENTER TUNNEL,146",ASM-HANDHOLD GRIP/HEATER RH
FITTING-COOLER .75X20 DEG,SCR-M6 X 1 X 16 TR/TX-M
"EXCHANGER-TUNNEL 144, RH","SCR-10X5/8-HI/LO,PN-T25,TRX-M"
TUBE-COOLANT CROSSOVER,SCR-TXTH-M6X1
"EXCHANGER-TUNNEL 144, LH","PLUG-SWITCH,K1"
STUD-SELF-CLINCH M5X,SWITCH-BOX RH
STUD-SELF-CLINCH M6X1,HANDGAURD-PASS RH
CLOSEOFF-REAR TUNNEL CONV,1/2 X 3/8 STAPLE
PLATE-REAR RACK,NUT-JACK INSERT M6X1
"TUBE-RACK,EXTRUDED",ASM-COVER PASS SEAT TP/CO
PAD-SUSP REAR UPPER 144 RH,BASE-SEAT MOLDED
PAD-SUSPENSION REAR LOWER 144,BUN-PASSENGER SEAT TP/CO
NUT-CLINCH M8X1,TUBE-FRONT LH
SIDE-TUNNEL LH CONV 144,TUBE-UPPER RH
"PAD-SUSP INNER,MTN",BRKT-COVER MOUNT LH FRONT
PAD-SUSPENSION REAR LOWER 144,TUBE-GUSSET ANGLED LH
"SPACER-CENTER TUNNEL,146",TUBE-CROSS REAR
FITTING-COOLER .75X20 DEG,BRKT-COVER MOUNT RH FRONT
"EXCHANGER-TUNNEL 144, RH",BRKT-LATCH MOUNT
TUBE-COOLANT CROSSOVER,TUBE-GUSSET LH
"EXCHANGER-TUNNEL 144, LH",TUBE-UPPER LH
STUD-SELF-CLINCH M5X,TUBE-CROSS CENTER
STUD-SELF-CLINCH M6X1,TUBE-CROSS FRONT
CLOSEOFF-REAR TUNNEL CONV,BRKT-HOOK OUTER LH
PLATE-REAR RACK,BRKT-COVER MOUNT LH REAR
"TUBE-RACK,EXTRUDED",BRKT-PLASTIC MOUNT FRONT
LEVER-THROTTLE 35,TUBE-GUSSET ANGLED RH
LOCTITE - 263,TUBE-REAR LH
SCR-HXFL-M6X1.0X35 8,TUBE-FRONT RH
SCR-TXTH-M5X0,BRKT-HOOK OUTER RH
SCR-HXFL-M8X1.25X60 8,BRKT-BASE
ASM-HANDHOLD LH,TUBE-GUSSET RH
ASM-PASS SEAT FRAME,BRKT-HOOK INNER RH
ASM-COVER BCKRST W/DECAL TP/CO,BRKT-HOOK INNER LH
"CLIP-ATTCHT,NAIL.06",BRKT-COVER MOUNT RH REAR
ASM-HANDHOLD RH,TUBE-REAR RH
ASM-PASSENGER SEAT BLK,LEVER-SEAT LATCH
"SPRING-LATCH,SEAT",PLATE-SEAT LATCH
HANDLE-SEAT BASE LATCH,BOSS-THREADED
"SPRING-LATCH,SEAT",PIN-MOUNT
RIVET-POP 3/16(.126-,PLATE-LATCH
SCR-TXTH-M6X1,PLATE-LOCATING
SWITCH-BOX LH,"WELD-HAND HOLD,LH"
ASM-HANDHOLD GRIP/HEATER LH,"GRIP-HANDLEBAR,1"",LONG,BSC"
"SCR-10X5/8-HI/LO,PN-T25,TRX-M",HEATER-GRIP LO/HI ALUM
HANDGAURD-PASS LH,SPACER-BOLT M8
SCR-TXTH-M6X1,TUBE-FRAME PASS SEAT
SCR-M6 X 1 X 16 TR/TX-M,PLATE-BUN SUPPORT
FASTENER-U TYPE CLIP,"GRIP-HANDLEBAR,1"",LONG,BSC"
PLUNGER-LATCH 8MM,HEATER-GRIP LO/HI ALUM
LOCTITE - 263,WELD-HAND HOLD RH
MOUNT-SEAT MACH,BUN-PASSENGER SEAT TP/CO
"WELD-HAND HOLD,LH","PLUG-TUBE, M6X1"
"GRIP-HANDLEBAR,1"",LONG,BSC",TUBE-HAND HOLD LH
HEATER-GRIP LO/HI ALUM,PLATE-ADJUSTER ARM
SPACER-BOLT M8,PLATE-ADJUSTER ARM
TUBE-FRAME PASS SEAT,"TUBE-HAND HOLD,RH"
PLATE-BUN SUPPORT,"PLUG-TUBE, M6X1"
